name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Lisboa, Portugal",2024-01-16,66.6,59,62.9,66.6,59,62.9,60.1,90.8,0.008,100,4.17,rain,0,0,43.8,28.3,185.6,1008,72.6,6.2,86.2,7.4,4,,2024-01-16T07:53:11,2024-01-16T17:39:34,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-17,64.3,57.6,60.8,64.3,57.6,60.8,57.4,88.8,0.334,100,4.17,rain,0,0,44.3,22.6,233.3,1004.3,59.4,6,90.9,7.7,5,,2024-01-17T07:52:48,2024-01-17T17:40:39,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08535099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-18,63.1,55.4,59.1,63.1,55.4,59.1,57,93.2,0.19,100,4.17,rain,0,0,29.5,13.8,216.2,1009,59.2,6,37.7,3.3,2,,2024-01-18T07:52:23,2024-01-18T17:41:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-19,58.9,52.3,54.9,58.9,52.3,54.9,52,90.3,1.044,100,4.17,rain,0,0,37.1,18.6,342.3,1008.7,71.6,6,44.1,3.9,2,,2024-01-19T07:51:56,2024-01-19T17:42:50,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-20,57.2,44.6,52.2,57.2,43.2,51.8,44.7,76,0.079,100,4.17,rain,0,0,21,7.7,332.4,1024.8,54.3,6.5,103.8,9,5,,2024-01-20T07:51:26,2024-01-20T17:43:57,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-01-21,57.2,39.2,47.4,57.2,35.1,46.1,42.8,84.8,0,0,0,,0,0,19.5,7.5,32.1,1033.1,8.9,6.5,129.8,11.4,5,,2024-01-21T07:50:55,2024-01-21T17:45:04,0.35,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-01-22,60.9,41,50.3,60.9,39.8,50.1,46.3,87.1,0,0,0,,0,0,9.8,5.5,22.8,1036.5,24.3,6.2,97.3,8.5,4,,2024-01-22T07:50:22,2024-01-22T17:46:11,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-23,64.6,47.7,56,64.6,46.4,55.8,53.6,92.2,0.001,100,4.17,rain,0,0,24.2,10,46.5,1035.9,34.9,5.3,118.7,10.2,5,,2024-01-23T07:49:46,2024-01-23T17:47:19,0.42,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-24,67.7,51.3,58.6,67.7,51.3,58.6,53.8,84.5,0,0,0,,0,0,23,9.9,41.9,1034.5,0.4,6.5,132.8,11.5,5,,2024-01-24T07:49:09,2024-01-24T17:48:27,0.46,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-25,66.6,51.8,58.5,66.6,51.8,58.5,54.4,86.8,0,0,0,,0,0,27.7,10.6,36.1,1031.6,54.8,6.4,114.4,9.8,5,,2024-01-25T07:48:30,2024-01-25T17:49:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-26,66,51.5,58.9,66,51.5,58.9,54,84.1,0,0,0,,0,0,13.6,8.9,36.6,1029,86.1,6.5,126.3,11,5,,2024-01-26T07:47:49,2024-01-26T17:50:44,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-27,65.8,49.9,57.1,65.8,48.7,57,53.9,89.5,0,0,0,,0,0,15.9,10.9,73.2,1025.7,54.7,6.3,141.6,12.2,6,,2024-01-27T07:47:06,2024-01-27T17:51:53,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-01-28,63,55,58.4,63,55,58.4,54.7,88,0,0,0,,0,0,18.8,8.6,115.3,1024.7,70.3,5.7,76.5,6.8,4,,2024-01-28T07:46:22,2024-01-28T17:53:02,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-01-29,63.1,50,55.7,63.1,50,55.7,53.6,93.1,0,0,0,,0,0,18.3,7.9,42.8,1025.9,29.5,5.8,88,7.7,5,,2024-01-29T07:45:35,2024-01-29T17:54:11,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-30,64.7,50.9,56.3,64.7,50.9,56.3,53.4,90.7,0,0,0,,0,0,21.9,7.8,69,1028.2,63.4,5.6,99.6,8.6,6,,2024-01-30T07:44:47,2024-01-30T17:55:21,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-01-31,64.9,51.4,56.3,64.9,51.4,56.3,51.8,85.4,0,0,0,,0,0,18.3,11.9,42.5,1031.5,44.5,6.5,105.3,9,5,,2024-01-31T07:43:57,2024-01-31T17:56:30,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-01,66,49.7,56.2,66,47.7,56.2,49.1,77.9,0,0,0,,0,0,14.1,10.5,34,1033,2.6,6.5,139,11.9,5,,2024-02-01T07:43:06,2024-02-01T17:57:40,0.72,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-02,67.4,46,56.3,67.4,44.8,56.1,47.3,73.1,0,0,0,,0,0,11.2,7.9,32.9,1029.6,4.8,6.5,141.1,12.1,6,,2024-02-02T07:42:13,2024-02-02T17:58:49,0.75,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-03,64,45.5,53.6,64,43.4,52.9,48.8,84.8,0,0,0,,0,0,11.2,7.2,37.7,1029.2,4.2,6.4,141.6,12.1,6,,2024-02-03T07:41:18,2024-02-03T17:59:59,0.79,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-04,63.5,46.4,54,63.5,44.7,53.6,48.9,83.7,0,0,0,,0,0,11.9,6.7,29,1030.3,52.6,6.4,109.9,9.5,5,,2024-02-04T07:40:21,2024-02-04T18:01:08,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-05,64.4,48,55.8,64.4,48,55.8,50,81.4,0,0,0,,0,0,7.8,6.6,0.4,1029.1,52.3,6.2,91.2,7.9,3,,2024-02-05T07:39:23,2024-02-05T18:02:18,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-06,62.7,49,56.9,62.7,49,56.9,53.8,89.6,0,0,0,,0,0,13.9,9.3,228,1027.5,51.2,5.4,108.4,9.4,5,,2024-02-06T07:38:24,2024-02-06T18:03:27,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-07,63.6,56.3,60.4,63.6,56.3,60.4,58.1,92.3,0.02,100,4.17,rain,0,0,25.3,15.8,207.6,1023.3,73.7,5.8,83.2,7.3,6,,2024-02-07T07:37:22,2024-02-07T18:04:36,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-08,61.2,57.3,59.3,61.2,57.3,59.3,56.7,91.4,0.131,100,8.33,rain,0,0,43,30.5,195.8,1007.4,61.7,4.6,14.8,1.3,1,,2024-02-08T07:36:20,2024-02-08T18:05:45,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-09,62.6,55.8,58.9,62.6,55.8,58.9,55.3,88.1,0.76,100,8.33,rain,0,0,44.7,23.3,251.2,994.6,63.6,6.4,70.4,6.2,6,,2024-02-09T07:35:16,2024-02-09T18:06:54,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-10,57.6,48.2,53.9,57.6,47.3,53.8,47.9,80.4,0.118,100,4.17,rain,0,0,34.9,14.1,284.8,1006.8,38.1,6.4,122.1,10.5,7,,2024-02-10T07:34:10,2024-02-10T18:08:03,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-11,64.5,50,56.7,64.5,50,56.7,54.9,94,0.275,100,8.33,rain,0,0,37.6,16.1,231.6,1010,75.3,4.4,38.8,3.4,2,,2024-02-11T07:33:04,2024-02-11T18:09:11,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-12,66.5,59,62.1,66.5,59,62.1,58.8,89.5,0.157,100,4.17,rain,0,0,31.3,10.9,241,1016.6,53.2,6.1,156.2,13.6,7,,2024-02-12T07:31:56,2024-02-12T18:10:19,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-13,64.8,60.4,62.6,64.8,60.4,62.6,62.4,99.2,0.008,100,4.17,rain,0,0,16.8,12.7,208.7,1021.5,83.6,4.8,56.5,4.9,3,,2024-02-13T07:30:46,2024-02-13T18:11:27,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-14,68.5,56.9,62.4,68.5,56.9,62.4,58.5,87.9,0.013,100,4.17,rain,0,0,25.3,13.2,81.8,1017,51.2,5.3,124.8,10.9,7,,2024-02-14T07:29:35,2024-02-14T18:12:35,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-15,66.6,55.8,61.7,66.6,55.8,61.7,56.5,83.8,0.084,100,8.33,rain,0,0,31.3,23.1,244.8,1015.8,55.7,6.3,115.9,9.9,7,,2024-02-15T07:28:23,2024-02-15T18:13:43,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-16,62.7,53.6,58,62.7,53.6,58,53.3,84.9,0.007,100,4.17,rain,0,0,15.2,6.4,265.8,1026.2,43.6,6.5,99.3,8.5,6,,2024-02-16T07:27:10,2024-02-16T18:14:50,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-17,66.6,51.4,58.3,66.6,51.4,58.3,53.5,85.2,0,0,0,,0,0,19.7,8.6,4,1030.5,36.5,6.5,145.8,12.7,6,,2024-02-17T07:25:56,2024-02-17T18:15:57,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-18,68.4,49.6,58.1,68.4,47.7,58,51.9,81.3,0,0,0,,0,0,17.9,9.7,5.4,1033.7,39.1,6.4,175.3,15.1,6,,2024-02-18T07:24:41,2024-02-18T18:17:03,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-19,67.9,49.6,57.7,67.9,48.3,57.6,54.3,89.2,0,0,0,,0,0,17,8.1,12.5,1031.5,53.6,5.1,156.8,13.8,7,,2024-02-19T07:23:24,2024-02-19T18:18:10,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-20,71.5,54.5,61.3,71.5,54.5,61.3,52.5,73.9,0,0,0,,0,0,12.1,10.8,17.5,1028.9,24.5,6.5,170.4,14.7,6,,2024-02-20T07:22:07,2024-02-20T18:19:16,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-21,67.8,49.4,57.8,67.8,49.4,57.8,51.5,80.1,0,0,0,,0,0,17.2,8.1,310.7,1026.7,49.1,6.4,127.5,10.9,7,,2024-02-21T07:20:48,2024-02-21T18:20:21,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-22,62.1,53.9,57.7,62.1,53.9,57.7,54.2,88.4,0.004,100,8.33,rain,0,0,30.9,16,270.8,1020.6,74.6,6,46.3,4.1,2,,2024-02-22T07:19:28,2024-02-22T18:21:27,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-23,57.7,50.4,53.7,57.7,50.4,53.7,45.5,73.9,0.078,100,8.33,rain,0,0,38.5,14.9,299.1,1019.2,38.6,6.5,128.5,11.2,8,,2024-02-23T07:18:08,2024-02-23T18:22:32,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-24,59.4,50.4,53.9,59.4,50.4,53.9,48.2,81.3,0.063,100,4.17,rain,0,0,35.3,15,300,1020.5,63.8,6.2,133.6,11.5,7,,2024-02-24T07:16:46,2024-02-24T18:23:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-25,62.6,55.7,59.3,62.6,55.7,59.3,55.7,88.1,0.157,100,4.17,rain,0,0,38.9,21.1,252.9,1017.6,80.3,6,96.5,8.4,7,,2024-02-25T07:15:24,2024-02-25T18:24:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-02-26,55.9,50,53.3,55.9,45.6,53.1,45.2,74.7,0.262,100,8.33,rain,0,0,46.3,23,333.5,1016.6,40.7,6.4,152.3,13,7,,2024-02-26T07:14:01,2024-02-26T18:25:45,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-27,57.6,50,52.6,57.6,43.7,51.2,41.1,65.1,0.025,100,8.33,rain,0,0,37.8,24.3,348.7,1024.3,21.8,6.6,191.7,16.5,7,,2024-02-27T07:12:37,2024-02-27T18:26:49,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-28,61.2,50.3,54.8,61.2,50.3,54.8,46,72.7,0,0,0,,0,0,31.5,19.8,347.9,1025.7,27.2,6.5,135.6,11.6,7,,2024-02-28T07:11:12,2024-02-28T18:27:52,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-02-29,61.1,50.4,55.2,61.1,50.4,55.2,47.1,74.9,0.001,100,4.17,rain,0,0,38,23.9,342.1,1024.7,57.5,6.5,144.7,12.5,8,,2024-02-29T07:09:46,2024-02-29T18:28:55,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-01,59.5,45.9,52.9,59.5,45.8,52.6,46.4,79.3,0.004,100,4.17,rain,0,0,25.3,11.3,285.1,1022.8,47.6,6.5,154.3,13.4,8,,2024-03-01T07:08:20,2024-03-01T18:29:58,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-02,59,50,54.1,59,50,54.1,49.2,83.7,0.031,100,4.17,rain,0,0,41.8,20.8,271.8,1013.1,53.2,6.1,58,5,3,,2024-03-02T07:06:53,2024-03-02T18:31:01,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-03-03,59.4,48.6,53.8,59.4,45.7,53.2,47.6,80.3,0.079,100,4.17,rain,0,0,27.1,13.3,277.7,1017.3,48.7,6.4,160.7,13.9,8,,2024-03-03T07:05:26,2024-03-03T18:32:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-03-04,61.2,50.4,55.6,61.2,50.4,55.6,49.3,80.6,0.021,100,8.33,rain,0,0,26.6,12.4,276.3,1020.9,54,6.4,166.1,14.4,7,,2024-03-04T07:03:57,2024-03-04T18:33:05,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-05,60.6,48.2,53.8,60.6,47.3,53.5,46.9,78.6,0.003,100,4.17,rain,0,0,19.7,8.1,321.4,1025,38.1,6.5,189.1,16.5,7,,2024-03-05T07:02:28,2024-03-05T18:34:06,0.84,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-06,59.5,41,51.9,59.5,41,51.9,45.4,79.6,0,0,0,,0,0,26.2,13.2,187.4,1019.1,33,6.5,161.9,13.9,7,,2024-03-06T07:00:59,2024-03-06T18:35:08,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-07,57.2,48.6,52.2,57.2,41.8,51.4,47.2,83.5,0.604,100,4.17,rain,0,0,42.1,23.8,234.6,1005.9,55.5,6.1,152.2,13.1,8,,2024-03-07T06:59:29,2024-03-07T18:36:09,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-08,57.1,47.3,52.8,57.1,44,51.9,47.8,83.7,0.243,100,4.17,rain,0,0,44.3,23.4,238.5,1005.1,57.9,5.9,86.1,7.4,5,,2024-03-08T06:57:59,2024-03-08T18:37:10,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-09,55.8,47.7,52.3,55.8,41.6,51.4,45.8,78.9,0.551,100,4.17,rain,0,0,47.9,25.8,256.7,998.5,49.9,6.3,94.4,8.2,8,,2024-03-09T06:56:28,2024-03-09T18:38:10,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-03-10,59.4,50.4,55.4,59.4,50.4,55.4,48.6,78.1,0.118,100,4.17,rain,0,0,33.3,19.2,288.7,1009.2,43.4,6.5,184.1,15.9,9,,2024-03-10T06:54:57,2024-03-10T18:39:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-03-11,61.6,48.6,55.3,61.6,48.3,55.3,48.7,79.7,0.02,100,4.17,rain,0,0,18.3,11.2,316.2,1021.7,33.3,6.4,249.5,21.5,9,,2024-03-11T06:53:25,2024-03-11T18:40:10,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-12,65.7,44.2,54.7,65.7,43,54.3,48.4,80.6,0,0,0,,0,0,10.7,7.3,17.9,1020.3,38.2,6.5,209,17.9,7,,2024-03-12T06:51:53,2024-03-12T18:41:10,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999,C6XU6"
"Lisboa, Portugal",2024-03-13,64.9,47.8,56,64.9,45.4,55.7,50.6,83.4,0,0,0,,0,0,24.2,12.2,206.5,1014.9,28.3,6.5,222.8,19.3,8,,2024-03-13T06:50:21,2024-03-13T18:42:10,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-14,64.9,50,57.8,64.9,50,57.8,55.8,93.6,0.018,100,4.17,rain,0,0,21.9,12.8,210.2,1018.5,64.4,5.8,160.4,13.9,8,,2024-03-14T06:48:48,2024-03-14T18:43:09,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-15,63.4,58.9,60.8,63.4,58.9,60.8,60.1,97.6,0.022,100,8.33,rain,0,0,16.6,12,199.9,1022,86.1,5.3,128.7,11.2,8,,2024-03-15T06:47:15,2024-03-15T18:44:09,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-16,69.8,57.2,62.1,69.8,57.2,62.1,57.7,86.4,0,0,0,,0,0,26.4,7.2,122.3,1023,76.9,6.3,155.5,13.5,7,,2024-03-16T06:45:42,2024-03-16T18:45:08,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-03-17,77,55.4,63.8,77,55.4,63.8,55.7,77.6,0,0,0,,0,0,18.3,7.2,24.2,1019.4,60.3,6.4,201.2,17.3,7,,2024-03-17T06:44:09,2024-03-17T18:46:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-03-18,73.2,56.7,61.7,73.2,56.7,61.7,55.2,80.7,0,0,0,,0,0,18.3,13.1,10,1016.4,57.2,6.5,207.7,18.1,8,,2024-03-18T06:42:35,2024-03-18T18:47:05,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-19,66.5,53.2,58.9,66.5,53.2,58.9,53.6,83.1,0,0,0,,0,0,18.6,10.3,325.4,1015,24.7,6.4,144.3,12.6,7,,2024-03-19T06:41:02,2024-03-19T18:48:04,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-20,66.2,49.6,57.3,66.2,49.6,57.3,50.5,78.9,0,0,0,,0,0,31.5,18.2,336.8,1014.6,24.4,6.5,209.8,18.3,9,,2024-03-20T06:39:28,2024-03-20T18:49:02,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-21,68,50,60.1,68,50,60.1,52.3,76.2,0,0,0,,0,0,27.5,12.7,13.5,1015.2,48.1,6.5,142.9,12.5,6,,2024-03-21T06:37:54,2024-03-21T18:50:00,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-03-22,75.2,64.9,69.2,75.2,64.9,69.2,53.5,58,0,0,0,,0,0,23,17,32.1,1013.4,65.6,6.4,115.3,9.9,5,,2024-03-22T06:36:20,2024-03-22T18:50:58,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
